가맹번호,지역,업종,상호,소재지,위도,경도,기준일자
3327,거제면,이미용,오렌지미용실,경상남도 거제시 거제면 읍내로 52,34.84975746,128.5904425,2021-09-16
3328,장평동,도소매,이노티안경원,경상남도 거제시 장평동 1142-2,34.89182715,128.6108641,2021-09-16
3329,고현동,도소매,시 장활어,경상남도 거제시 고현동 92-1 (고현동),34.88633589,128.6252752,2021-09-16
3330,능포동,도소매,한우랑돼지랑,경상남도 거제시 능포로 136-2，101호(능포동),34.87571397,128.7321082,2021-09-16
3331,상문동,일반음식점,성만,경상남도 거제시 상동1길 60，1층 (상동동),34.86330271,128.6358077,2021-09-16
3332,장승포동,일반음식점,거제도해물뚝배기，충무김밥,경상남도 거제시 장승포동 2，1층 4호 (장승포동),34.86705476,128.738911,2021-09-16
3333,고현동,도소매,조은청과,경상남도 거제시 서문로6길 6 (신우상가1호),34.88836269,128.6203018,2021-09-16
3334,장평동,일반음식점,거제인심,경상남도 거제시 장평1로 83-1 (장평동),34.88184762,128.6215655,2021-09-16
3335,장평동,숙박업,S모텔,경상남도 거제시 장평로10길 19 (장평동),34.89281856,128.6109043,2021-09-16
3336,장평동,도소매,양지마트,경상남도 거제시 장평동 660-3,34.89041695,128.6026373,2021-09-16
3337,수양동,도소매,골드스톤,경상남도 거제시 수양로 473 농협하나로마트 수양점 1층 (양정동),34.89099281,128.6398069,2021-09-16
3338,옥포동,일반음식점,곱창이야기 거제옥포동점,경상남도 거제시 옥포로6길 23，1층 (옥포동),34.89156233,128.695215,2021-09-16
3339,옥포동,제조업,옥현할인마트,경상남도 거제시 옥포동 1293-1 ,34.89692013,128.6899318,2021-09-16
3340,옥포동,일반음식점,소담애,경상남도 거제시 옥포동 4길 23 (옥포동),34.89507204,128.6931111,2021-09-16
3341,수양동,도소매,거제열쇠(도어락，인터폰，문수리),경상남도 거제시 수양2길 31-24 (수월동),34.89159992,128.6544284,2021-09-16
3342,고현동,도소매,막내딸집 건어물,경상남도 거제시 중곡1로 92，1층 104호 (고현동),34.89721496,128.6290779,2021-09-16
3343,상문동,교육서비스,분석수학학원,경상남도 거제시 거제중앙로 1537，2층 (문동동),34.86049119,128.6441525,2021-09-16
3344,고현동,도소매,엑스인라인,경상남도 거제시 중곡로 3(고현동),34.89303492,128.6302823,2021-09-16
3345,아주동,일반음식점,노랑통닭,경상남도 거제시 아주1로 10，1층 (아주동),34.86795182,128.6906845,2021-09-16
3346,옥포동,도소매,숲,경상남도 거제시 옥포중앙로 55，1층 (옥포동),34.8964947,128.691821,2021-09-16
3347,옥포동,이미용,댕기미용실,경상남도 거제시 옥포로13길 13-1 (옥포동),34.89154655,128.6900837,2021-09-16
3348,옥포동,도소매,근호상회,경상남도 거제시 옥포로19길 8，1층 (옥포동),34.89443252,128.6898562,2021-09-16
3349,고현동,휴게음식,메가커피 고현점(사라제이),경상남도 거제시 거제중앙로 1919，A상가 1층 (고현동),34.88926232,128.6224201,2021-09-16
3350,고현동,일반음식점,땡초김밥 고현점,경상남도 거제시 고현동 77，1층 (고현동),34.88425526,128.6266816,2021-09-16
3351,고현동,이미용,JIAN (지엔) 헤어,경상남도 거제시 고현동 79 (고현동),34.88479567,128.6267732,2021-09-16
3352,장평동,도소매,타이아로마,경상남도 거제시 장평로4길 20，2층 201호 (장평동),34.89311638,128.6144076,2021-09-16
3353,고현동,일반음식점,맛찬,경상남도 거제시 중곡로 40，20동 1층 120호 (고현동),34.89626152,128.6304055,2021-09-16
3354,연초면,일반음식점,대패,경상남도 거제시 연초면 거제북로 36，1층 104호 ,34.91409314,128.6557782,2021-09-16
3355,거제면,서비스,우림기획,경상남도 거제시 거제면 거제남서로 3800-2,34.84731932,128.5648046,2021-09-16
3356,능포동,일반음식점,오리명가,경상남도 거제시 능포로2길 55 (능포동),34.87609111,128.7323522,2021-09-16
3357,상문동,휴게음식,이디야커피 거제계룡점,경상남도 거제시 계룡로 62 (상동동),34.87626226,128.6260957,2021-09-16
3358,상문동,일반음식점,비촌숯불바베큐(상동점),경상남도 거제시 상동5길 53，1층 (상동동),34.86559444,128.6337036,2021-09-16
3359,상문동,이미용,더웨이 스킨바디,경상남도 거제시 상동5길 25，401호 (상동동),34.86750511,128.635512,2021-09-16
3360,장승포동,일반음식점,비비큐 거제장승포점,경상남도 거제시 두모길 5，1층 (두모동),34.87071524,128.722351,2021-09-16
3361,상문동,도소매,오토이지스,경상남도 거제시 거제중앙로 1735，1층 102호 (상동동，윤경빌딩) ,34.87449506,128.6313765,2021-09-16
3362,고현동,일반음식점,칠억조식당,경상남도 거제시 거제중앙로23길14 (고현동),34.88747989,128.6219362,2021-09-16
3363,옥포동,도소매,연초상회,경상남도 거제시 옥포로19길 5(옥포동),34.89406027,128.6903236,2021-09-16
3364,연초면,서비스,거제현대서비스,경상남도 거제시 연초면 연하해안로 316,34.90396675,128.6238772,2021-09-16
3365,고현동,도소매,세븐일레븐 거제고현파크점,경상남도 거제시 동문2길 19-1，1층 (고현동),34.88369355,128.6272243,2021-09-16
3366,고현동,도소매,거제원예농약종묘사,경상남도 거제시 고현로12길 19 (고현동),34.88613063,128.6266193,2021-09-16
3367,옥포동,이미용,강채연미장원,경상남도 거제시 옥포중앙로 58，1층 (옥포동),34.89606934,128.6921129,2021-09-16
3368,아주동,목욕장업,아주사우나.찜질방.휘트니스,경상남도 거제시 아주로9길 7(아주동),34.86572917,128.6804068,2021-09-16
3369,아주동,일반음식점,스시거제,경상남도 거제시 아주로 46，1층 (아주동),34.86511787,128.6896874,2021-09-16
3370,장승포동,도소매,거제대우약국,경상남도 거제시 두모동 364-3,34.87099624,128.722091,2021-09-16
3371,일운면,도소매,우리낚시,경상남도 거제시 일운면 거제대로 2485,34.82869578,128.7027423,2021-09-16
3372,옥포동,이미용,전수빈헤어갤러리,경상남도 거제시 옥포1동 548-4,34.89103004,128.6921362,2021-09-16
3373,장평동,도소매,고현부식,경상남도 거제시 장평로8길 26,34.89272386,128.6100174,2021-09-16
3374,장평동,교육서비스,유진학원,경상남도 거제시 장평2로 22 (장평동，5층일부),34.88184762,128.6215655,2021-09-16
3375,옥포동,도소매,영광안전가스,경상남도 거제시 옥포대첩 272-8(덕포동),34.89507204,128.6931111,2021-09-16
3376,장평동,휴게음식,봄,경상남도 거제시 장평3로 7길 15 (장평동),34.88184762,128.6215655,2021-09-16
3377,장평동,일반음식점,신천닭도리,경상남도 거제시 장평1로 14길 9 (장평동),34.88184762,128.6215655,2021-09-16
3378,연초면,도소매,프라이스클럽 몽땅,경상남도 거제시 연초면 연하해안로 17，1층,34.90782237,128.645059,2021-09-16
3379,고현동,도소매,장원서점,경상남도 거제시 고현동 997-7,34.89417231,128.6299847,2021-09-16
3380,옥포동,도소매,퀸,경상남도 거제시 옥포동 531-6,34.89446057,128.6928434,2021-09-16
3381,고현동,도소매,웨슬리화장품,경상남도 거제시 서문로 46-1 (고현동，3층),34.88883608,128.6211587,2021-09-16
3382,아주동,일반음식점,그때그집,경상남도 거제시 아주1로3길 31，1층 (아주동),34.86592268,128.6908316,2021-09-16
3383,고현동,일반음식점,왔다생고기(고현점),경상남도 거제시 거제중앙로25길 14,34.88803111,128.6216778,2021-09-16
3384,옥포동,이미용,정송화헤어콜렉션,경상남도 거제시 옥포2동 510-26 성광빌라1층,34.89574616,128.6950315,2021-09-16
3385,옥포동,도소매,현준오피스,경상남도 거제시 옥포동 180，1층(옥포동),34.88660847,128.6944839,2021-09-16
3386,고현동,서비스,고현로케트밧데리대리점,경상남도 거제시 중곡2로6길 29 (고현동),34.89293112,128.6294391,2021-09-16
3387,고현동,서비스,디자인D-DAY,경상남도 거제시 거제중앙로10길 10，1층 (고현동),34.88117527,128.6278396,2021-09-16
3388,옥포동,숙박업,주식회사 홈포레스트,경상남도 거제시 국산로 24-25 (옥포동，씨에스 비버리힐즈1),34.90320443,128.6833644,2021-09-16
3389,장평동,일반음식점,르브뤼셀(본점),경상남도 거제시 장평1로 49，1층 (장평동),34.88184762,128.6215655,2021-09-16
3390,연초면,주유소,연초주유소,경상남도 거제시 연초면 죽토리 1153,34.91269484,128.6543007,2021-09-16
3391,아주동,일반음식점,럼블피쉬,경상남도 거제시 아주로 72，1층 (아주동),34.8649513,128.6872689,2021-09-16
3392,아주동,일반음식점,교촌치킨(아주점),경상남도 거제시 아주로 68，1층 (아주동),34.864951,128.6874985,2021-09-16
3393,옥포동,도소매,준재인삼,경상남도 거제시 옥포동 525-14,34.89434903,128.6902713,2021-09-16
3394,장승포동,일반음식점,딸셋아들하나회포차,경상남도 거제시 두모길 17，1층 (두모동),34.87129631,128.7216561,2021-09-16
3395,수양동,도소매,신흥유통,경상남도 거제시 수월1길 95 (수월동),34.88379002,128.6550227,2021-09-16
3396,장평동,도소매,제일오토바이,경상남도 거제시 장평1로7길 5(장평동),34.88184762,128.6215655,2021-09-16
3397,거제면,휴게음식,제일분식,경상남도 거제시 거제면 읍내로13길 15，1층,34.85022653,128.5866623,2021-09-16
3398,고현동,도소매,백쇼룸,경상남도 거제시 고현동 77，1층 (고현동),34.88425526,128.6266816,2021-09-16
3399,고현동,일반음식점,제주석갈비,경상남도 거제시 중곡2로6길 15，1층 (고현동),34.89420367,128.6291534,2021-09-16
3400,고현동,서비스,신진부분정비,경상남도 거제시 고현동 154 (고현동),34.88394935,128.6248195,2021-09-16
3401,연초면,일반음식점,싱싱해물탕,경상남도 거제시 연초면 거제북로 49,34.91504448,128.6548884,2021-09-16
3402,연초면,일반음식점,먹싸갈비 거제연초점,경상남도 거제시 연초면 죽토2길 15，1층,34.91479262,128.6547879,2021-09-16
3403,상문동,일반음식점,장수국밥,경상남도 거제시 상동5길 119，1층 (상동동),34.86096706,128.6290527,2021-09-16
3404,수양동,일반음식점,수월양어장보리밥집,경상남도 거제시 수양1길 48-1 (수월동),34.89117517,128.6512741,2021-09-16
3405,장승포동,일반음식점,돌솥삼계탕,경상남도 거제시 신부로 42-16，101호 (장승포동),34.87124245,128.7306575,2021-09-16
3406,능포동,일반음식점,묵지빠,경상남도 거제시 능포로 5길 5 (능포동),34.87383305,128.7315884,2021-09-16
3407,고현동,보건업,미르치과병원,경상남도 거제시 거제중앙로 1930-11 (고현동),34.89080006,128.6231538,2021-09-16
3408,고현동,일반음식점,부산양곱창(거제고현점),경상남도 거제시 거제중앙로24길 6，1층 (고현동),34.88838073,128.6238138,2021-09-16
3409,사등면,일반음식점,춘향골의남원추어탕,경상남도 거제시 사등면 거제대로 5456，2층,34.90804081,128.5474826,2021-09-16
3410,장승포동,도소매,미래약국,경상남도 거제시 두모길 15 (두모동),34.87113347,128.7217531,2021-09-16
3411,고현동,도소매,지노띠가구아울렛,경상남도 거제시 거제대로 4590,34.89268707,128.6347544,2021-09-16
3412,연초면,서비스,광고기획나무,경상남도 거제시 연초면 소오비1길 26,34.9023764,128.6298395,2021-09-16
3413,장평동,일반음식점,백암순대국밥,경상남도 거제시 장평3로7길 33-1 (장평동),34.88184762,128.6215655,2021-09-16
3414,수양동,도소매,정공기업,경상남도 거제시 수양로 208-13 (양정동),34.87433646,128.6544991,2021-09-16
3415,상문동,일반음식점,더 (THE) 소풍,경상남도 거제시 상동5길 39，101호 (상동동),34.86632009,128.6345732,2021-09-16
3416,능포동,목욕장업,부영탕,경상남도 거제시 능포로2길 57 (능포동),34.87629811,128.7324088,2021-09-16
3417,장승포동,일반음식점,항구1465&피굽남피자,경상남도 거제시 장승로 146-5，2층 (장승포동),34.86714749,128.7250322,2021-09-16
3418,사등면,일반음식점,이모네왕족발,경상남도 거제시 사등면 견내량1길 6，1층,34.88356815,128.4787933,2021-09-16
3419,고현동,도소매,덕산코코문구,경상남도 거제시 중곡2로 89-1，거제덕산2차 상가동110호 (고현동),34.89631404,128.6358875,2021-09-16
3420,장승포동,도소매,우당약국,경상남도 거제시 두모길 12 (두모동),34.87121128,128.7223116,2021-09-16
3421,고현동,서비스,화이트세탁전문점,경상남도 거제시 고현동 68 (고현동),34.88552045,128.627818,2021-09-16
3422,상문동,휴게음식,해븐;해리의오븐,경상남도 거제시 거제중앙로 1764，1층 (상동동),34.87671159,128.6298511,2021-09-16
3423,옥포동,도소매,컴바이컴 옥포동점,경상남도 거제시 옥포로24길 16 (옥포동，광민까치빌라상가),34.89555472,128.6922508,2021-09-16
3424,아주동,일반음식점,어촌회관횟집,경상남도 거제시 아주1로2길 15，1층 (아주동),34.86768394,128.6902338,2021-09-16
3425,고현동,일반음식점,약속,경상남도 거제시 거제중앙로13길 2 (고현동),34.88394828,128.6250273,2021-09-16
3426,능포동,이미용,이미용타운,경상남도 거제시 옥수로4길 22 (능포동),34.87622201,128.7300782,2021-09-16
3427,상문동,일반음식점,오레시피 거제상문점,경상남도 거제시 상동5길 117-40 (상동동),34.86044029,128.6332702,2021-09-16
3428,사등면,도소매,에이스타일,경상남도 거제시 사등면 두동로 54-42，108동 6층 603호 (사곡영진자이온아파트1단지),34.89172178,128.5676145,2021-09-16
3429,고현동,일반음식점,힘센장어 꼼장어,경상남도 거제시 중곡로 49，A동 1층 104호，105호(고현동，세일새시 장),34.89715752,128.629723,2021-09-16
3430,상문동,도소매,아모레카운셀러,경상남도 거제시 거제중앙로 1788 (상동동),34.87854842,128.6285306,2021-09-16
3431,상문동,이미용,헤어맨,경상남도 거제시 상동5길 42，1층,34.86658362,128.6341705,2021-09-16
3432,옥포동,도소매,세븐일레븐 거제옥포동SK점,경상남도 거제시 옥포대첩로3길 14 (옥포동),34.89454498,128.6891022,2021-09-16
3433,상문동,이미용,IN HAIR (인헤어),경상남도 거제시 상동5길 75-40 (상동동),34.86127024,128.6331563,2021-09-16
3434,수양동,도소매,예전,경상남도 거제시 해명로 67-2 (수월동),34.89118552,128.645968,2021-09-16
3435,장평동,도소매,유성횟집,경상남도 거제시 장평동 31-2,34.89166413,128.6145828,2021-09-16
3436,수양동,도소매,수월문고,경상남도 거제시 수양로 454 (수월동),34.89265213,128.6413953,2021-09-16
3437,사등면,일반음식점,성포생삼겹살,경상남도 거제시 사등면 성포로 136-1,34.92077477,128.5238613,2021-09-16
3438,사등면,이미용,김은헤어칼라,경상남도 거제시 사등면 성포로 146,34.92048323,128.5245708,2021-09-16
3439,옥포동,일반음식점,해우왕족발,경상남도 거제시 옥포동 250(옥포동，옥현상가지하1호),34.8880387,128.6918704,2021-09-16
3440,고현동,도소매,열쇠,경상남도 거제시 중곡로 9，104 (고현동，중앙재래시 장),34.89345887,128.6302308,2021-09-16
3441,고현동,소매업,장미한복,경상남도 거제시 거제중앙로 1883-2,34.88625409,128.6236554,2021-09-16
3442,고현동,일반음식점,삼겹파티&숙성의미껍데기 중곡점,경상남도 거제시 중곡로 51 (고현동),34.8973204,128.6296039,2021-09-16
3443,고현동,도소매,은지네수입,경상남도 거제시 중곡로 11，112(고현동，성서상가),34.89361223,128.6302101,2021-09-16
3444,옥포동,일반음식점,원조춘향골남원추어탕,경상남도 거제시 옥포성안로 42 (옥포동),34.88184762,128.6215655,2021-09-16
3445,고현동,도소매,강촌 민물고기,경상남도 거제시 거제중앙로 1883-2 (고현동),34.88625409,128.6236554,2021-09-16
3446,아주동,일반음식점,불로만숯불바베큐 아주점,경상남도 거제시 아주1로2길 28，101호 (아주동),34.86724896,128.689049,2021-09-16
3447,상문동,일반음식점,삼거동추어탕,경상남도 거제시 거제중앙로 1236，1층 (삼거동),34.84027941,128.651058,2021-09-16
3448,고현동,도소매,아모레카운셀러,경상남도 거제시 거제중앙로 1788 (상동동),34.87854842,128.6285306,2021-09-16
3449,장평동,도소매,아모레카운셀러,경상남도 거제시 거제중앙로 1788 (상동동，3층),34.87854842,128.6285306,2021-09-16
3450,일운면,휴게음식,베스킨라빈스 거제대명리조트,경상남도 거제시 일운면 거제대로 2660，A동 1층,34.84368572,128.7030011,2021-09-16
3451,장평동,도소매,굿샵거제점,경상남도 거제시 장평1로3길 10 (장평동),34.88184762,128.6215655,2021-09-16
3452,고현동,휴게음식,명랑핫도그 거제고현점,경상남도 거제시 서문로 74，101호 (고현동),34.8897597,128.623868,2021-09-16
3453,일운면,일반음식점,카페알프레도&알프레도테이크아웃,경상남도 거제시 일운면 지세포해안로 38，1층，2층,34.83359017,128.7012861,2021-09-16
3454,능포동,일반음식점,주니피자,경상남도 거제시 능포로 195(능포동，능포종합상가제8호),34.88046506,128.7350275,2021-09-16
3455,고현동,일반음식점,맷돌순두부,경상남도 거제시 계룡로 174 (고현동),34.88480466,128.6197608,2021-09-16
3456,고현동,일반음식점,둥굴관,경상남도 거제시 계룡로 178 (고현동),34.88505795,128.6195877,2021-09-16
3457,고현동,일반음식점,피자마루,경상남도 거제시 중곡로 35，1층(고현동),34.89596695,128.6298452,2021-09-16
3458,아주동,이미용,민헤어,경상남도 거제시 용소7길 15 (아주동),34.87800327,128.6922455,2021-09-16
3459,고현동,일반음식점,거제일류돼지국밥,경상남도 거제시 중곡로3길 16，1층 (고현동),34.89399782,128.6288673,2021-09-16
3460,사등면,일반음식점,손가네,경상남도 거제시 사등면 성포로 136 ,34.92077534,128.5237299,2021-09-16
3461,옥포동,일반음식점,진주식당,경상남도 거제시 옥포동 529-8,34.89375204,128.6906273,2021-09-16
3462,사등면,일반음식점,성포회식당,경상남도 거제시 사등면 성포로3길 18，106호,34.92063501,128.5249111,2021-09-16
3463,장평동,일반음식점,연일명품숯불촌,경상남도 거제시 장평1로14길 29，1층 (장평동),34.88184762,128.6215655,2021-09-16
3464,옥포동,일반음식점,섬,경상남도 거제시 덕포5길 33 (덕포동),34.9118986,128.7108825,2021-09-16
3465,옥포동,도소매,GS25 거제덕포비치,경상남도 거제시 덕포5길 32，1층 (덕포동),34.91167427,128.7107055,2021-09-16
3466,상문동,도소매,대학약국,경상남도 거제시 계룡로5길 9，101호 (상동동),34.87431672,128.6275248,2021-09-16
3467,고현동,휴게음식,마법의밥상,경상남도 거제시 계룡로5길 11，2동 1층 (상동동),34.87411069,128.6272716,2021-09-16
3468,사등면,도소매,성포활어,경상남도 거제시 사등면 성포로5길 14,34.92042265,128.5260698,2021-09-16
3469,사등면,일반음식점,멕시칸회，식당,경상남도 거제시 사등면 성포로3길 14-1,34.9208179,128.5243103,2021-09-16
3470,고현동,도소매,해성마트,경상남도 거제시 중곡로 89 고현동 거제2차 덕산베스트타운상가,34.89750553,128.6355903,2021-09-16
3471,옥포동,일반음식점,늘봄횟집,경상남도 거제시 덕포5길 59-1 (덕포동),34.91326401,128.7132362,2021-09-16
3472,옥포동,일반음식점,삼삼해물 덕포1호점,경상남도 거제시 덕포5길 9 (덕포동),34.91249809,128.7085677,2021-09-16
3473,고현동,일반음식점,고봉민김밥인 (고현점),경상남도 거제시 중곡로 17 (고현동),34.8942794,128.6301934,2021-09-16
3474,고현동,휴게음식,바푸리 중곡점 ,경상남도 거제시 중곡로 40，20동 121호 (고현동),34.89626152,128.6304055,2021-09-16
3475,고현동,일반음식점,송식당,경상남도 거제시 동문1길 1，1층 105호 (고현동),34.88454739,128.6259727,2021-09-16
3476,고현동,일반음식점,노을 ,경상남도 거제시 고현로2길 5 (고현동),34.88527632,128.6209568,2021-09-16
3477,고현동,이미용,백조미용실,경상남도 거제시 거제중앙로 16길 4-1 (고현동),34.88434181,128.625632,2021-09-16
3478,연초면,도소매,경남거제수퍼마켓협동조합,경상남도 거제시 연초면 효촌길 124,34.91191137,128.6541522,2021-09-16
3479,수양동,도소매,㈜일룸거제,경상남도 거제시 수양로 454-40 (수월동),34.89582058,128.6422843,2021-09-16
3481,연초면,일반음식점,돌산보리밥,경상남도 거제시 연초면 연하해안로 198-9,34.89937575,128.6313375,2021-09-16
3482,고현동,도소매,씨유 거제해금강점,경상남도 거제시 중곡로 15 (고현동),34.89413512,128.6302032,2021-09-16
3483,옥포동,도소매,한우랑 돼지랑,경상남도 거제시 옥포동 216 (옥포동),34.88695537,128.6921457,2021-09-16
3484,상문동,이미용,어썸,경상남도 거제시 상동5길 117-16，501동 B203호 (상문동),34.86058855,128.6307669,2021-09-16
3485,장평동,일반음식점,백미옛날갈비 장평점,경상남도 거제시 장평3로7길 13，1층 (장평동),34.88184762,128.6215655,2021-09-16
3486,일운면,이미용,헤어드림,경상남도 거제시 일운면 지세포로 122，1층,34.83104126,128.7024561,2021-09-16
3487,아주동,서비스,반짇고리,경상남도 거제시 아주1로2길 72-1，101호 (아주동),34.86768992,128.6844042,2021-09-16
3488,고현동,도소매,알로앤주,경상남도 거제시 고현동 100-81,34.88654507,128.6231654,2021-09-16
3489,옥포동,도소매,피에르가르뎅(거제점),경상남도 거제시 옥포동 519-21,34.89524653,128.6909681,2021-09-16
3490,고현동,도소매,한올뜨게방,경상남도 거제시 중곡로 13 (고현동),34.8938292,128.6300914,2021-09-16
3491,고현동,서비스,고현세탁소,경상남도 거제시 동문1길 1 (고현동),34.88454739,128.6259727,2021-09-16
3492,고현동,제조업,시 장떡방앗간,경상남도 거제시 거제중앙로 1881-5 ,34.88595611,128.6237517,2021-09-16
3493,상문동,일반음식점,타코난숯불치킨,경상남도 거제시 상동5길 75-16，1층 102호 (상동동),34.86340584,128.6333258,2021-09-16
3494,수양동,도소매,희，빛나는오늘,경상남도 거제시 해명로 15，1층 (수월동，대풍빌딩),34.8955461,128.6430481,2021-09-16
3495,장평동,일반음식점,프리미엄삼겹파티 장평점,경상남도 거제시 장평로8길 8，1층 (장평동),34.89172474,128.6115089,2021-09-16
3496,아주동,서비스,한일크리닝,경상남도 거제시 아주로 43-4 (아주동),34.86454798,128.6900326,2021-09-16
3497,상문동,이미용,준헤어,경상남도 거제시 상동5길 100，상가동 2층 204호 (상동동，거제더샾블루시티),34.86192252,128.6290709,2021-09-16
3498,장평동,이미용,르몽드에스테틱,경상남도 거제시 장평로3길 17，1층 (장평동),34.88961566,128.6150051,2021-09-16
3499,아주동,도소매,GS25 아주숲속점,경상남도 거제시 용소7길 20 (아주동),34.87919783,128.6914351,2021-09-16
3500,고현동,일반음식점,푸라닭 거제고현점 ,경상남도 거제시 거제중앙로 1836，1층 (고현동),34.88237319,128.6262953,2021-09-16
3501,장평동,일반음식점,갈비천국 장평점,경상남도 거제시 장평3로3길 25，401동 B01호 (장평동),34.88184762,128.6215655,2021-09-16
3502,능포동,휴게음식,배스킨라빈스 거제장승포,경상남도 거제시 능포로 129 (능포동),34.87550344,128.7311438,2021-09-16
3503,상문동,일반음식점,거제도생선구이,경상남도 거제시 거제중앙로5길 33，1층 (상동동),34.87634305,128.6261619,2021-09-16
3504,상문동,일반음식점,김영희강남동태찜 고현점,경상남도 거제시 거제중앙로5길 31，1층 (상동동),34.87644153,128.626294,2021-09-16
3505,연초면,일반음식점,삼우푸드서비스(S.W.F.S),경상남도 거제시 연초면 연하해안로 840，1층,34.9349922,128.5994391,2021-09-16
3506,연초면,일반음식점,사랑담은묵은지찜찌개한내점,경상남도 거제시 연초면 연하해안로 842，1동 1층,34.93517314,128.5993091,2021-09-16
3507,아주동,일반음식점,착한명태 거제아주점,경상남도 거제시 용소1길 14，1층 101호 (아주동),34.87380473,128.6902632,2021-09-16
3508,상문동,서비스,더바디피트니스,경상남도 거제시 거제중앙로 1767，2층 (상동동),34.87685917,128.6292068,2021-09-16
3509,상문동,서비스,경남전세버스협동조합,경상남도 거제시 거제중앙로 1767，1층 102호 (상동동),34.87685917,128.6292068,2021-09-16
3510,상문동,도소매,더펫애견용품백화점,경상남도 거제시 거제중앙로 1756 (상동동),34.87617747,128.6302846,2021-09-16
3511,고현동,휴게음식,메가엠지씨커피 거제계룡점,경상남도 거제시 동문천로 61，1층 101호 (고현동),34.88348876,128.6267304,2021-09-16
3512,아주동,일반음식점,미식가의구이 ,경상남도 거제시 아주1로 46，1층 103호 (아주동),34.86644339,128.688036,2021-09-16
3513,연초면,일반음식점,맷돌손두부,경상남도 거제시 연초면 연하해안로 446，1층,34.91297583,128.6196884,2021-09-16
3514,고현동,도소매,㈜씨엘에이치브이에이씨토탈솔루션 씨엘키친 고현점,경상남도 거제시 고현천로 100，102동 1층 101호 (고현동，파크뷰),34.88184762,128.6215655,2021-09-16
3515,고현동,보건업,행복마취통증의학과의원,경상남도 거제시 거제중앙로 1893，5층 (고현동，대금산빌딩),34.88713867,128.6234324,2021-09-16
3516,고현동,서비스,선한카센타,경상남도 거제시 거제중앙로1780,34.87780709,128.6289406,2021-09-16
3517,고현동,일반음식점,서동밀면,경상남도 거제시 거제중앙로5길 14，1층 (고현동),34.87796956,128.6271588,2021-09-16
3518,상문동,일반음식점,소요동수제칼국수,경상남도 거제시 문동4길 59 (문동동),34.86102671,128.6535841,2021-09-16
3519,능포동,도소매,경일활어,경상남도 거제시 옥수로10길 38 (능포동),34.87593598,128.7311695,2021-09-16
3520,고현동,휴게음식,장원분식,경상남도 거제시 고현로11길 15,34.88861167,128.6244829,2021-09-16
3521,옥포동,일반음식점,퀴즈노스서브,경상남도 거제시 옥포1동 547-13번지 1층,34.89038457,128.6915071,2021-09-16
3522,아주동,도소매,마마핸즈,경상남도 거제시 아주1로2길 113，101호 (아주동),34.86872393,128.6800705,2021-09-16
3523,장평동,도소매,아사모터스,경상남도 거제시 장평1로1길2，1층 (장평동),34.88184762,128.6215655,2021-09-16
3524,장목면,도소매,진평수산,경상남도 거제시 장목면 장목7길 23-6,34.990874,128.6812129,2021-09-16
3525,고현동,이미용,K-BS헤어뉴스,경상남도 거제시 중곡로 9，105호 (고현동),34.89345887,128.6302308,2021-09-16
3526,고현동,일반음식점,바위섬횟집,경상남도 거제시 중곡로1길 6-1 (고현동),34.89343331,128.6299462,2021-09-16
3527,고현동,도소매,365 일낚시,경상남도 거제시 중곡로 3 (고현동),34.89303492,128.6302823,2021-09-16
3528,고현동,도소매,뉴서울장식,경상남도 거제시 중곡로1길 7 (고현동),34.89296542,128.6297785,2021-09-16
3529,일운면,일반음식점,아라가야,경상남도 거제시 일운면 지세포해안로 40，1층,34.83337351,128.7013389,2021-09-16
3530,일운면,도소매,마리건어물,경상남도 거제시 일운면 지세포해안로 42,34.83324681,128.7014253,2021-09-16
3531,일운면,일반음식점,문화관회맛집,경상남도 거제시 지세포해안로 46，1층,34.83288504,128.701631,2021-09-16
3532,고현동,이미용,네일언니,경상남도 거제시 고현로10길 14，1층 (고현동),34.88610344,128.6249015,2021-09-16
3533,장승포동,도소매,이마트24거제장승포항점,경상남도 거제시 장승로 113，1층 (장승포동),34.86452775,128.7229311,2021-09-16
3534,옥포동,도소매,블루25옥포동1호점,경상남도 거제시 옥포동 275 (옥포동),34.89507204,128.6931111,2021-09-16
3535,일운면,일반음식점,싱싱게장 거제대명점,경상남도 거제시 일운면 소동6길 15,34.84361774,128.7007262,2021-09-16
3536,거제면,도소매,대박낚시,경상남도 거제시 거제면 읍내로 361-1,34.87365191,128.5780893,2021-09-16
3537,거제면,도소매,거성철물종합상사,경상남도 거제시 거제면 읍내로 97-19,34.85220761,128.5852438,2021-09-16
3538,거제면,일반음식점,거제도굴구이,경상남도 거제시 거제면 거제남서로 3468 ,34.84992216,128.5862227,2021-09-16
3539,일운면,일반음식점,막썰어횟집,경상남도 거제시 일운면 지세포리 818,34.83288504,128.701631,2021-09-16
3540,상문동,교육서비스,칸타타음악학원,경상남도 거제시 상동5길 117-40，상동프라자 205호 (상동동),34.86044029,128.6332702,2021-09-16
3541,거제면,이미용,헤어스토리,경상남도 거제시 거제면 기성로4길 12，101호,34.84997652,128.5898864,2021-09-16
3542,아주동,일반음식점,해신247,경상남도 거제시 아주1로2길 48 (아주동),34.86701785,128.6868814,2021-09-16
3543,사등면,일반음식점,대박난실비식당,경상남도 거제시 사등면 거제남서로 5311，2층,34.88038437,128.4769042,2021-09-16
3544,아주동,일반음식점,삼천포해물촌,경상남도 거제시 거제대로 3559 (아주동),34.87599073,128.6926443,2021-09-16
