가맹번호,지역,업종,상호,소재지,위도,경도,기준일자
3545,아주동,일반음식점,명륜진사갈비 거제아주점,경상남도 거제시 아주1로2길 50 (아주동),34.86708206,128.6866851,2021-09-16
3546,고현동,일반음식점,치킨매니아 고현시내점,경상남도 거제시 고현로2길 24 (고현동),34.88369511,128.6216669,2021-09-16
3547,상문동,도소매,하이써니,경상남도 거제시 상동5길 91，102호 (상동동),34.86281123,128.6315276,2021-09-16
3548,고현동,도소매,한국야쿠르트 고현점,경상남도 거제시 중곡로1길 25，1층 101호 (고현동，청담),34.89271382,128.6278838,2021-09-16
3549,사등면,일반음식점,대교꼼장어,경상남도 거제시 사등면 거제남서로 5317,34.88099728,128.4769296,2021-09-16
3550,사등면,도소매,대교뉴홀마트,경상남도 거제시 사등면 거제남서로 5319,34.88116873,128.4768869,2021-09-16
3551,사등면,휴게음식,카페노을,경상남도 거제시 사등면 가조로 565,34.95522391,128.5187049,2021-09-16
3552,상문동,일반음식점,웜밀,경상남도 거제시 거제중앙로1783 (상동동),34.87799061,128.6283185,2021-09-16
3553,장평동,일반음식점,예그리나，돋가이,경상남도 거제시 장평1로7길 31，5층 (장평동),34.88184762,128.6215655,2021-09-16
3554,사등면,소매업,탑플러스 사등정육,경상남도 거제시 사등면 두동로 50,34.91049107,128.5254701,2021-09-16
3555,연초면,도소매,한내마트,경상남도 거제시 연초면 연하해안로 814,34.93290388,128.6006389,2021-09-16
3556,고현동,도소매,통영수산,경상남도 거제시 거제중앙로 1883-2 132 (고현동，고현동종합시 장1층),34.88625409,128.6236554,2021-09-16
3557,상문동,제조업,토끼네달떡,경상남도 거제시 상동5길 100，118동 106호 (상동동),34.86192252,128.6290709,2021-09-16
3558,연초면,휴게음식,설레임,경상남도 거제시 연초면 죽토로43,34.91375341,128.6602405,2021-09-16
3559,고현동,휴게음식,파리바게뜨 고현점,경상남도 거제시 고현동 98-1，1층(고현동),34.88585656,128.6238275,2021-09-16
3560,아주동,도소매,아주미플라워,경상남도 거제시 아주로 50，102호 (아주동),34.8650207,128.6893366,2021-09-16
3561,아주동,일반음식점,김군얼큰이,경상남도 거제시 아주2로 33，1층 (아주동),34.86717732,128.6873749,2021-09-16
3562,아주동,일반음식점,씨엘,경상남도 거제시 아주2로 35 (아주동),34.86720542,128.6871892,2021-09-16
3563,고현동,도소매,오렌즈거제점,경상남도 거제시 거제중앙로 1911-1，1층 104호 (고현동),34.88870191,128.6227112,2021-09-16
3564,연초면,제조업,연초떡방앗간,경상남도 거제시 연초면 거제북로 27-9,34.91455564,128.6552676,2021-09-16
3565,일운면,일반음식점,대게마을,경상남도 거제시 일운면 지세포해안로 74，1~2층,34.83074723,128.7034157,2021-09-16
3566,일운면,이미용,살롱 드 다올,경상남도 거제시 일운면 지세포해안로 100，1층 107호，2층 204호,34.82902844,128.7060029,2021-09-16
3567,고현동,이미용,호박창고사람들,경상남도 거제시 중곡로 45(고현동),34.89674258,128.6297746,2021-09-16
3568,아주동,도소매,세컨페이스,경상남도 거제시 아주2로 47，101호 (아주동),34.86746518,128.6858898,2021-09-16
3569,장평동,도소매,하프타임 거제장평점,경상남도 거제시 장평동 57-1，1층 상가 (장평동),34.89101825,128.6139543,2021-09-16
3570,하청면,주유소,하청주유소,경상남도 거제시 하청면 연하해안로 1724,34.95376193,128.6549232,2021-09-16
3571,아주동,서비스,카 스토리,경상남도 거제시 아주1로 105-9，101(아주동，한울타리1층),34.86733947,128.6809997,2021-09-16
3572,옥포동,휴게음식,늘솜,경상남도 거제시 옥포로26길 15，1층 (옥포동),34.89695251,128.6905776,2021-09-16
3573,사등면,일반음식점,해물&빼떼기,경상남도 거제시 사등면 성포로 97,34.91839511,128.5217229,2021-09-16
3574,일운면,일반음식점,거제멸치쌈밥,경상남도 거제시 일운면 지세포해안로 12,34.835155,128.7003701,2021-09-16
3575,고현동,도소매,통큰타이어,경상남도 거제시 거제중앙로7길 18，102동 206호 (고현동),34.8790371,128.6264231,2021-09-16
3576,사등면,일반음식점,평화식당,경상남도 거제시 사등면 성포리 350-10,34.92089125,128.5240262,2021-09-16
3577,장평동,도소매,㈜티에스이-타이어프로장평점,경상남도 거제시 거제대로 4909 ,34.88870253,128.6011478,2021-09-16
3578,상문동,도소매,주식회사 탑훼밀리마트,경상남도 거제시 거제중앙로 1693(상동동),34.87150544,128.6342084,2021-09-16
3579,고현동,도소매,주크거제점,경상남도 거제시 고현동 44-19 ,34.88617797,128.6244316,2021-09-16
3580,상문동,일반음식점,가마치통닭 상동점,경상남도 거제시 상동5길 11，1층 106호 (상동동),34.86836579,128.6364155,2021-09-16
3581,장평동,서비스,깔끔이세탁,경상남도 거제시 장평3로5길 38 (장평동),34.88184762,128.6215655,2021-09-16
3582,상문동,교육서비스,토킹스타거제영어학원,경상남도 거제시 상동5길 75-40，401동 B101호 (상동동，벽산e-솔렌스힐1차),34.86127024,128.6331563,2021-09-16
3583,상문동,일반음식점,바다 양푼이 동태탕 (고현점),경상남도 거제시 계룡로 39 (상동동),34.87484812,128.6276163,2021-09-16
3584,상문동,서비스,스피드메이트상동점,경상남도 거제시 거제중앙로3길 24 (상동동),34.87556042,128.627589,2021-09-16
3585,수양동,도소매,중앙마트,경상남도 거제시 수양동 987-20대동피렌체 105,34.8933842,128.634181,2021-09-16
3586,거제면,도소매,지제이(GJ)팜,경상남도 거제시 거제면 동상리 694-3,34.84369904,128.5997371,2021-09-16
3587,옥포동,서비스,가람인테리어설비,경상남도 거제시 옥포성안로 84 (옥포동),34.88184762,128.6215655,2021-09-16
3588,고현동,도소매,하청상회,경상남도 거제시 거제중앙로 19길5,34.88184762,128.6215655,2021-09-16
3589,일운면,일반음식점,지세포충무김밥,경상남도 거제시 일운면 거제대로 2461,34.82713399,128.7046858,2021-09-16
3590,일운면,주유소,지세포주유소,경상남도 거제시 ,34.88184762,128.6215655,2021-09-16
3591,고현동,일반음식점,전통 양곱창,경상남도 거제시 고현로11길 17，1층 (고현동),34.88882937,128.624222,2021-09-16
3592,하청면,일반음식점,바다친구,경상남도 거제시 하청면 하청로 9，1층,34.95518965,128.6542886,2021-09-16
3593,하청면,일반음식점,김해본가뒷고기,경상남도 거제시 하청면 하청로 3-1,34.95488258,128.6543956,2021-09-16
3594,고현동,교육서비스,체니음악미술학원,경상남도 거제시 고현동 988-23 다인빌2층,34.89596004,128.6277007,2021-09-16
3595,고현동,서비스,삼성냉동공업사,경상남도 거제시 고현동 85-1 (고현동),34.8858944,128.6269785,2021-09-16
3596,고현동,일반음식점,동은참치,경상남도 거제시 중곡1로 28，1층 101호 (고현동),34.89427705,128.625423,2021-09-16
3597,사등면,도소매,세븐일레븐 거제사등점,경상남도 거제시 사등면 거제대로 5509,34.91096437,128.5428511,2021-09-16
3598,사등면,일반음식점,나들이분식식당,경상남도 거제시 사등면 거제대로 5509，1층,34.91096437,128.5428511,2021-09-16
3599,사등면,일반음식점,뼈돌이해장국,경상남도 거제시 사등면 거제대로 5509，1층,34.91096437,128.5428511,2021-09-16
3600,장승포동,일반음식점,총바우횟집,경상남도 거제시 장승포동 182-2 1층,34.86344244,128.7295494,2021-09-16
3601,옥포동,일반음식점,삼돈이,경상남도 거제시 옥포동 10길 19-1 (옥포동),34.89507204,128.6931111,2021-09-16
3602,상문동,일반음식점,교촌치킨상문점,경상남도 거제시 상동5길 82，1층 (상동동),34.86349598,128.6315985,2021-09-16
3603,아주동,휴게음식,김밥나라 (남문점),경상남도 거제시 거제대로 3445 (아주동),34.86735844,128.693567,2021-09-16
3604,일운면,도소매,거제 바다애,경상남도 거제시 일운면 지세포해안로 91，거제수협매장 내,34.82989743,128.7053872,2021-09-16
3605,일운면,도소매,숙이네 수산,경상남도 거제시 일운면 지세포해안로 97 ,34.82967829,128.7058664,2021-09-16
3606,수양동,휴게음식,카페베네(거제수양점),경상남도 거제시 수양로 498 (양정동),34.89132294,128.6370305,2021-09-16
3607,거제면,일반음식점,김영희동태찜&코다리냉면,경상남도 거제시 거제면 거제남서로 3428，1층,34.84771581,128.5894765,2021-09-16
3608,거제면,도소매,경남낚시,경상남도 거제시 거제면 거제남서로 3407,34.84719209,128.5915067,2021-09-16
3609,사등면,일반음식점,박콩,경상남도 거제시 사등면 사등2길 3，2동 1층,34.90261145,128.5539899,2021-09-16
3610,사등면,일반음식점,사해방,경상남도 거제시 사등면 사곡1길 10 ,34.89981432,128.5643221,2021-09-16
3611,능포동,도소매,옥수농산물장터,경상남도 거제시 능포로 103(능포동),34.87319102,128.7304232,2021-09-16
3612,고현동,도소매,여인방숙녀복,경상남도 거제시 거제중앙로19길 13 (고현동),34.88530211,128.622959,2021-09-16
3613,고현동,도소매,욜로(YOLO),경상남도 거제시 계룡로 61，편의점스넥 (고현동),34.87638317,128.6253747,2021-09-16
3614,고현동,일반음식점,춘천명물닭갈비,경상남도 거제시 거제중앙로 26길 5 (고현동),34.88911387,128.6232395,2021-09-16
3615,아주동,도소매,시선안경,경상남도 거제시 거제대로 3443-1 (아주동),34.86725847,128.6937084,2021-09-16
3616,장평동,도소매,아침계란,경상남도 거제시 문동5길 10,34.86453633,128.6496855,2021-09-16
3617,옥포동,일반음식점,뼈대일주,경상남도 거제시 옥포성안로 54，1층 (옥포동),34.88184762,128.6215655,2021-09-16
3618,장평동,숙박업,프라다모텔,경상남도 거제시 장평동 72 (장평동),34.89050693,128.6134582,2021-09-16
3619,장승포동,일반음식점,원조부산곱창,경상남도 거제시 장승포동 25,34.86836071,128.7331586,2021-09-16
3620,거제면,이미용,여우머리,경상남도 거제시 거제면 읍내로 19-1，1층,34.84863615,128.5930042,2021-09-16
3621,거제면,보건업,홍제한의원,경상남도 거제시 거제면 서정리 746-3번지,34.84994742,128.5884537,2021-09-16
3622,사등면,도소매,대도농산 수석,경상남도 거제시 사등면 거제대로 5972，2호,34.89939964,128.5093585,2021-09-16
3623,옥포동,도소매,장수건강원,경상남도 거제시 옥포로10길 11(옥포동),34.89141484,128.6926317,2021-09-16
3624,거제면,일반음식점,감로수,경상남도 거제시 거제면 읍내로 55，1층,34.8495969,128.5900914,2021-09-16
3625,일운면,이미용,나포리미용실,경상남도 거제시 일운면 지세포로 109,34.82992877,128.7030917,2021-09-16
3626,장평동,일반음식점,초량화성갈비,경상남도 거제시 장평1로12길 6(장평동),34.88184762,128.6215655,2021-09-16
3627,수양동,목욕장업,㈜대기공업 거제도해수보양온천,경상남도 거제시 수양로 507(양정동),34.89089059,128.6352439,2021-09-16
3628,아주동,일반음식점,맷돌순두부,경상남도 거제시 아주1로2길 25，1층(옥포동),34.86704822,128.6894738,2021-09-16
3629,수양동,휴게음식,안데르센,경상남도 거제시 수양로 448-29，1층 102호 (수월동),34.89440215,128.642875,2021-09-16
3630,아주동,일반음식점,바다식당,경상남도 거제시 거제대로 3433-1 (아주동),34.86687487,128.6945802,2021-09-16
3631,수양동,서비스,한스사진관,경상남도 거제시 수양로 495,34.89099865,128.6369843,2021-09-16
3632,고현동,일반음식점,대박삼겹,경상남도 거제시 고현로11길19，2층 (고현동),34.88915377,128.6242463,2021-09-16
3633,고현동,도소매,티파니,경상남도 거제시 거제중앙로 1915 (고현동),34.88896451,128.6224835,2021-09-16
3634,장승포동,일반음식점,원희정 횟집,경상남도 거제시 장승포동 101 (장승포동),34.86328498,128.7317463,2021-09-16
3635,고현동,일반음식점,통뼈감자탕,경상남도 거제시 고현천로 28，103(고현동),34.88184762,128.6215655,2021-09-16
3636,옥포동,서비스,세탁아저씨,경상남도 거제시 옥포로21길 8-2，1층 (옥포동),34.89488392,128.6897396,2021-09-16
3637,아주동,일반음식점,디딤돌회,경상남도 거제시 아주1로4길 7，1층 (아주동),34.86855919,128.690088,2021-09-16
3638,아주동,휴게음식,봉자커피,경상남도 거제시 거제대로 3427，1층 (아주동),34.86658284,128.6952011,2021-09-16
3639,아주동,휴게음식,김밥천국,경상남도 거제시 아주로 12-1 (아주동),34.86706007,128.6921427,2021-09-16
3640,거제면,일반음식점,바른분식,경상남도 거제시 거제면 읍내로13길 3，1~2층,34.85031128,128.5877783,2021-09-16
3641,거제면,일반음식점,소문난집,경상남도 거제시 거제면 읍내로 74-4,34.85042476,128.5885445,2021-09-16
3642,거제면,일반음식점,뽕마루 거제점,경상남도 거제시 거제면 기성로 35，1층,34.85090952,128.5889635,2021-09-16
3643,사등면,일반음식점,거제촌국수,경상남도 거제시 사등면 거제대로 5478,34.90942687,128.5459707,2021-09-16
3644,사등면,도소매,디즈니/본지플로어,경상남도 거제시 사등면 거제대로 5279，1층,34.89962419,128.5625592,2021-09-16
3645,장평동,일반음식점,지코바숯불통닭,경상남도 거제시 장평3로7길 50-1(장평동),34.88184762,128.6215655,2021-09-16
3646,수양동,도소매,성화밧데리,경상남도 거제시 수양로 460 (수월동),34.89246699,128.6406061,2021-09-16
3647,고현동,도소매,대운불교종합상사,경상남도 거제시 거제중앙로 1856 (고현동),34.88400896,128.6254982,2021-09-16
3648,옥포동,이미용,로엔뷰티샵,경상남도 거제시 옥포동 280，104동 107호 (옥포동),34.89507204,128.6931111,2021-09-16
3649,옥포동,일반음식점,더팬파스타,경상남도 거제시 옥포대첩 62 (옥포동),34.89507204,128.6931111,2021-09-16
3650,거제면,도소매,거제육류종합센타,경상남도 거제시 거제면 기성로6길 9,34.85084906,128.5902754,2021-09-16
